index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
677	677	677	crowd:upward_monotone					Ships can't rival aircraft for speed.	Cars can't rival aircraft for speed.						neutral
678	678	678	crowd:upward_monotone:lexical_knowledge					Honesty is no guarantee of success.	Arrogance is no guarantee of success.						neutral
679	679	679	crowd:upward_monotone:lexical_knowledge					Honesty is no guarantee of success.	Confidence is no guarantee of success.						neutral
680	680	680	crowd:upward_monotone:lexical_knowledge					Honesty is no guarantee of success.	Courage is no guarantee of success.						neutral
681	681	681	crowd:upward_monotone:conjunction					Jane skipped the questions she couldn't answer.	Jane and Brenda skipped the questions she couldn't answer.						neutral
682	682	682	crowd:upward_monotone:conjunction					Jane and Brenda skipped the questions she couldn't answer.	Jane skipped the questions she couldn't answer.						entailment
683	683	683	crowd:upward_monotone					Jane skipped the questions she couldn't answer.	Confused jane skipped the questions she couldn't answer.						neutral
684	684	684	crowd:upward_monotone					Confused jane skipped the questions she couldn't answer.	Jane skipped the questions she couldn't answer.						neutral
685	685	685	crowd:downward_monotone					Don't make fun of others.	Don't make fun of others' mistake.						neutral
686	686	686	crowd:downward_monotone					Don't make fun of others.	Don't make fun of others in need.						neutral
687	687	687	crowd:downward_monotone					Don't make fun of others.	Don't make fun of others who are different.						neutral
688	688	688	crowd:downward_monotone:conjunction					Tom seems to have no sense of humor.	Tom seems to have no sense of humor and empathy.						neutral
689	689	689	crowd:downward_monotone					Tom seems to have no sense of humor.	Tom seems to have no sense of intelligence.						neutral
690	690	690	crowd:downward_monotone					Tom seems to have no sense of humor.	Tom seems to have no sense of dramatic performance.						neutral
691	691	691	crowd:upward_monotone:lexical_knowledge					I'm a normal girl.	I'm a normal virgin.						neutral
692	692	692	crowd:upward_monotone:lexical_knowledge					Firemen don't wear inflammable outfits.	Helpers don't wear inflammable outfits.						neutral
693	693	693	crowd:upward_monotone					Every sentence present in Tatoeba is a lie.	Every sentence describing labour present in Tatoeba is a lie.						neutral
694	694	694	crowd:upward_monotone:lexical_knowledge					Girls are nothing but trouble.	Teenagers are nothing but trouble.						neutral
695	695	695	crowd:upward_monotone					Girls are nothing but trouble.	Crazy girls are nothing but trouble.						neutral
696	696	696	crowd:upward_monotone					Girls are nothing but trouble.	Noisy girls are nothing but trouble.						neutral
697	697	697	crowd:upward_monotone					Girls are nothing but trouble.	Sharp girls are nothing but trouble.						neutral
698	698	698	crowd:upward_monotone:lexical_knowledge					That mayo is nothing but chemicals!	That ketchup is nothing but chemicals!						neutral
699	699	699	crowd:upward_monotone:lexical_knowledge					That mayo is nothing but chemicals!	That juice is nothing but chemicals!						neutral
700	700	700	crowd:downward_monotone:lexical_knowledge					That mayo is nothing but chemicals!	That mayo is nothing but bad food set!						neutral
701	701	701	crowd:downward_monotone:lexical_knowledge					That mayo is nothing but chemicals!	That mayo is nothing but poison!						neutral
702	702	702	crowd:upward_monotone:lexical_knowledge					Answers to your questions don't exist.	Justifications to your questions don't exist.						neutral
703	703	703	crowd:upward_monotone:lexical_knowledge					Answers to your questions don't exist.	Examples that can help to your questions don't exist.						neutral
704	704	704	crowd:upward_monotone:conjunction					I had no sales today.	I had no sales today and this week.						neutral
705	705	705	crowd:upward_monotone:conjunction					I had no sales today and this week.	I had no sales today.						entailment
706	706	706	crowd:upward_monotone					David can't be at home.	David is out of town so he can't be at home.						neutral
707	707	707	crowd:upward_monotone					David can't be at home.	David is in a music concert so he can't be at home.						neutral
708	708	708	crowd:upward_monotone:conjunction					David can't be at home.	David and his friends can't be at home.						neutral
709	709	709	crowd:upward_monotone:conjunction					David and his friends can't be at home.	David can't be at home.						entailment
710	710	710	crowd:upward_monotone:conjunction					David can't be at home.	David and sabrina can't be at home.						neutral
711	711	711	crowd:upward_monotone					I'm a normal girl.	I'm a normal beautiful girl.						neutral
712	712	712	crowd:upward_monotone					I'm a normal beautiful girl.	I'm a normal girl.						entailment
713	713	713	crowd:upward_monotone					A doe is a female deer.	A forest doe is a female deer.						neutral
714	714	714	crowd:upward_monotone					A forest doe is a female deer.	A doe is a female deer.						entailment
715	715	715	crowd:upward_monotone:lexical_knowledge					A ship which conveys oil is called an oil tanker.	A ship which conveys oil is called an freighter.						neutral
716	716	716	crowd:upward_monotone:lexical_knowledge					A ship which conveys oil is called an oil tanker.	A ship which conveys oil is called an transporter.						neutral
717	717	717	crowd:downward_monotone:lexical_knowledge					Tom has no sense of humor.	Tom has no sense of work.						neutral
718	718	718	crowd:upward_monotone:reverse					The world court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight.	The world court has no power to enforce its orders but its decisions have traditionally carried some diplomatic media-endorsed weight.						neutral
719	719	719	crowd:upward_monotone:lexical_knowledge					A squirrel transmitted rabies to my daughter.	A squirrel transmitted sweetness to my daughter.						neutral
720	720	720	crowd:upward_monotone:lexical_knowledge					A squirrel transmitted rabies to my daughter.	A squirrel transmitted hazelnut to my daughter.						neutral
721	721	721	crowd:upward_monotone:lexical_knowledge					A squirrel transmitted rabies to my daughter.	A squirrel transmitted skin diseases to my daughter.						neutral
722	722	722	crowd:upward_monotone:lexical_knowledge					A squirrel transmitted rabies to my daughter.	A squirrel transmitted rage to my daughter.						neutral
723	723	723	crowd:upward_monotone:lexical_knowledge					An honest man never steals money.	An honest child never steals money.						neutral
724	724	724	crowd:upward_monotone:conjunction					An honest man never steals money.	An honest and religious man never steals money.						neutral
725	725	725	crowd:upward_monotone:conjunction					An honest and religious man never steals money.	An honest man never steals money.						entailment
726	726	726	crowd:upward_monotone					Tom showed some photos to Mary.	Tom showed some rude photos to Mary.						neutral
727	727	727	crowd:upward_monotone					Tom showed some rude photos to Mary.	Tom showed some photos to Mary.						entailment
728	728	728	crowd:upward_monotone					Tom picked some berries and ate them.	Tom picked some black berries and ate them.						neutral
729	729	729	crowd:upward_monotone					Tom picked some black berries and ate them.	Tom picked some berries and ate them.						entailment
730	730	730	crowd:upward_monotone					Tom picked some berries and ate them.	Tom picked some ripe berries and ate them.						neutral
731	731	731	crowd:upward_monotone					Tom picked some ripe berries and ate them.	Tom picked some berries and ate them.						entailment
732	732	732	crowd:upward_monotone:lexical_knowledge					A short temper will cost you.	A short love will cost you.						neutral
733	733	733	crowd:upward_monotone:lexical_knowledge					I know you and Tom have had some problems.	I know you and Tom have had some emotions.						neutral
734	734	734	crowd:upward_monotone:conjunction					I know you and Tom have had some problems.	I know you and Tom have had some problems and fights.						neutral
735	735	735	crowd:upward_monotone:conjunction					I know you and Tom have had some problems and fights.	I know you and Tom have had some problems.						entailment
736	736	736	crowd:upward_monotone:lexical_knowledge					Nuclear weapons are a threat to all humanity.	Bioweapons are a threat to all humanity.						neutral
737	737	737	crowd:upward_monotone:lexical_knowledge					Nuclear weapons are a threat to all humanity.	Wars are a threat to all humanity.						neutral
738	738	738	crowd:upward_monotone:lexical_knowledge					Nuclear weapons are a threat to all humanity.	Climate changes are a threat to all humanity.						neutral
739	739	739	crowd:upward_monotone:disjunction					There's nothing sexual about it.	There's nothing extraordinary or sexual about it.						neutral
740	740	740	crowd:upward_monotone:lexical_knowledge					A maid is made to clean your house.	A handmaiden is made to clean your house.						neutral
741	741	741	crowd:upward_monotone:lexical_knowledge					A maid is made to clean your house.	A man is made to clean your house.						neutral
742	742	742	crowd:upward_monotone:lexical_knowledge					A maid is made to clean your house.	A child is made to clean your house.						neutral
743	743	743	crowd:upward_monotone:conditionals					A tsunami is a series of waves created when a body of water rapidly displaced on a massive scale.	A seismic wave in the sea is a series of waves created when a body of water rapidly displaced on a massive scale.						neutral
744	744	744	crowd:upward_monotone:disjunction					A wolf can not be tamed.	A wolf or a bear can not be tamed.						neutral
745	745	745	crowd:upward_monotone					Science is not a religion.	Divine science is not a religion.						neutral
746	746	746	crowd:upward_monotone:lexical_knowledge					A man who speaks the truth needs a fast horse.	A woman who speaks the truth needs a fast horse.						neutral
747	747	747	crowd:upward_monotone					A sad accident took place yesterday.	A sad accident took place yesterday at the junction.						neutral
748	748	748	crowd:upward_monotone:lexical_knowledge					Early rain and early guests seldom stay the night.	Early rainwater and people arriving late make the night a mood.						neutral
749	749	749	crowd:upward_monotone:lexical_knowledge					Early rain and early guests seldom stay the night.	Early thunder and early guests seldom stay the night.						neutral
750	750	750	crowd:upward_monotone:lexical_knowledge					Tom had a few good suggestions.	Tom had a few good suggestive remarks to make.						neutral
751	751	751	crowd:upward_monotone:lexical_knowledge					Today is not good for me.	Yesterday is not good for me.						neutral
752	752	752	crowd:upward_monotone:lexical_knowledge					Today is not good for me.	Monday is not good for me.						neutral
753	753	753	crowd:upward_monotone:lexical_knowledge					Today is not good for me.	Sunday is not good for me.						neutral
754	754	754	crowd:upward_monotone					Today is not good for me.	Meeting today is not good for me.						neutral
755	755	755	crowd:upward_monotone					Today is not good for me.	Flying today is not good for me.						neutral
756	756	756	crowd:upward_monotone:lexical_knowledge					A human body consists of a countless number of cells.	A human metabolism consists of a countless number of cells.						neutral
757	757	757	crowd:upward_monotone:lexical_knowledge:npi					Germany decided to not use any more nuclear energy.	Sweden decided to not use any more nuclear energy.						neutral
758	758	758	crowd:upward_monotone:lexical_knowledge:npi					Germany decided to not use any more nuclear energy.	France decided to not use any more nuclear energy.						neutral
759	759	759	crowd:upward_monotone:lexical_knowledge					Some clarinetists use clarinets tuned to a instead of b flat in passages which would otherwise be written in unusual keys.	Some clarinetists use notes tuned to a instead of b flat in passages which would otherwise be written in unusual keys.						neutral
760	760	760	crowd:upward_monotone:lexical_knowledge					A dog is a clever animal.	A cat is a clever animal.						neutral
761	761	761	crowd:upward_monotone:lexical_knowledge					You've got some balls coming here like this.	You've got some face coming here like this.						neutral
762	762	762	crowd:upward_monotone:lexical_knowledge					You've got some balls coming here like this.	You've got some balloons filled with helium coming here like this.						neutral
763	763	763	crowd:upward_monotone					You've got some balls coming here like this.	You've got some multicolored balls coming here like this.						neutral
764	764	764	crowd:upward_monotone					You've got some multicolored balls coming here like this.	You've got some balls coming here like this.						entailment
765	765	765	crowd:upward_monotone					Chris didn't have a car to drive.	Chris's father didn't have a car to drive.						neutral
766	766	766	crowd:upward_monotone					A software engineer writes computer programs.	A cook cooks meals in restaurants.						neutral
767	767	767	crowd:upward_monotone:lexical_knowledge					I use google every day.	I use specs every day.						neutral
768	768	768	crowd:upward_monotone:lexical_knowledge					Today isn't my lucky day!	Halloween isn't my lucky day!						neutral
769	769	769	crowd:upward_monotone					Today isn't my lucky day!	My birthday isn't my lucky day!						neutral
770	770	770	crowd:upward_monotone					Today isn't my lucky day!	My first day in school isn't my lucky day!						neutral
771	771	771	crowd:upward_monotone:lexical_knowledge					Today I had some kipper for breakfast.	Today I had some cheese for breakfast.						neutral
772	772	772	crowd:upward_monotone:lexical_knowledge					Today I had some kipper for breakfast.	Today I had some untasty kipper for breakfast.						neutral
773	773	773	crowd:upward_monotone:lexical_knowledge					Today I had some untasty kipper for breakfast.	Today I had some kipper for breakfast.						entailment
774	774	774	crowd:upward_monotone:lexical_knowledge					I want to eat some cake first.	I want to eat some loaf first.						neutral
775	775	775	crowd:upward_monotone:conjunction					I want to eat some cake first.	I want to eat some cake with strawberry and cream first.						neutral
776	776	776	crowd:upward_monotone:conjunction					I want to eat some cake with strawberry and cream first.	I want to eat some cake first.						entailment
777	777	777	crowd:upward_monotone					He thinks nothing of poverty.	He thinks nothing can not change state of poverty.						neutral
778	778	778	crowd:upward_monotone					He thinks nothing of poverty.	He thinks nothing can take you out of poverty.						neutral
779	779	779	crowd:upward_monotone					He thinks nothing of poverty.	He thinks everything of poverty.						neutral
780	780	780	crowd:upward_monotone					He thinks nothing of poverty.	He thinks all about of poverty.						neutral
781	781	781	crowd:upward_monotone					He thinks nothing of poverty.	He thinks everytime about of poverty.						neutral
782	782	782	crowd:upward_monotone:lexical_knowledge					I go to Tokyo every day.	I go to berlin every day.						neutral
783	783	783	crowd:upward_monotone:lexical_knowledge					Smoking is not permitted on the train.	Reek is not permitted on the train.						neutral
784	784	784	crowd:upward_monotone					I just want to sleep for a few hours.	I just want to sleep for a few minutes to recover from fatigue.						neutral
785	785	785	crowd:upward_monotone:lexical_knowledge					I'm a dog!	I'm a wolf!						neutral
786	786	786	crowd:upward_monotone:lexical_knowledge					A sharp crack of thunder split the sky.	A thunder fell in the desert.						neutral
787	787	787	crowd:upward_monotone:lexical_knowledge					A summons has been issued.	A ticket has been issued.						neutral
788	788	788	crowd:upward_monotone:lexical_knowledge					A summons has been issued.	A news conference has been issued.						neutral
789	789	789	crowd:upward_monotone:lexical_knowledge					It's a river that has never been explored.	It's a land that has never been explored.						neutral
790	790	790	crowd:upward_monotone:lexical_knowledge					It's a river that has never been explored.	It's a galaxy that has never been explored.						neutral
791	791	791	crowd:upward_monotone					I made some bunny-shaped cookies.	I made some bunny-shaped cookies in the morning.						neutral
792	792	792	crowd:upward_monotone					I made some bunny-shaped cookies in the morning.	I made some bunny-shaped cookies.						entailment
793	793	793	crowd:upward_monotone:conjunction					The storm raged for a few days.	The storm raged for several days and ended unexpectedly as it began.						neutral
794	794	794	crowd:upward_monotone:reverse:lexical_knowledge					My father does nothing but watch TV on Sundays.	My father does nothing but watch TV on saturdays.						neutral
795	795	795	crowd:upward_monotone:conjunction					Modern art doesn't interest Tom.	Modern art and science doesn't interest Tom.						neutral
796	796	796	crowd:upward_monotone:conjunction					Modern art and science doesn't interest Tom.	Modern art doesn't interest Tom.						entailment
797	797	797	crowd:upward_monotone:lexical_knowledge					He likes not only music but sports.	He likes not only music but technology.						neutral
798	798	798	crowd:upward_monotone:lexical_knowledge					He likes not only music but sports.	He likes not only music but politics.						neutral
799	799	799	crowd:upward_monotone:lexical_knowledge					He likes not only music but sports.	He likes not only music but medicine.						neutral
800	800	800	crowd:upward_monotone					Men don't read instructions.	Smart men don't read instructions.						neutral
801	801	801	crowd:upward_monotone					Men don't read instructions.	Innocent men don't read instructions.						neutral
802	802	802	crowd:upward_monotone:reverse					My grandfather can not walk without a stick.	My grandfather can not walk without a wood.						neutral
803	803	803	crowd:upward_monotone:lexical_knowledge					Life isn't all roses and sunshine.	Love isn't all roses and sunshine.						neutral
804	804	804	crowd:upward_monotone:lexical_knowledge:npi					Earthquakes may occur at any moment.	The storm may occur at any moment.						neutral
805	805	805	crowd:upward_monotone:lexical_knowledge:npi					Earthquakes may occur at any moment.	A phenomenon may occur at any moment.						neutral
806	806	806	crowd:upward_monotone:lexical_knowledge					Some consider language as a form of knowledge.	Some consider the language as important knowledge.						neutral
807	807	807	crowd:upward_monotone:lexical_knowledge					It is not tea but coffee that I want.	It is not tea but glace that I want.						neutral
808	808	808	crowd:upward_monotone					It is not tea but coffee that I want.	It is not tea but coffee with milk that I want.						neutral
809	809	809	crowd:upward_monotone					It is not tea but coffee with milk that I want.	It is not tea but coffee that I want.						entailment
810	810	810	crowd:upward_monotone:lexical_knowledge					It is not tea but coffee that I want.	It is not tea but milk that I want.						neutral
811	811	811	crowd:upward_monotone:lexical_knowledge					It is not tea but coffee that I want.	It is not tea but beer that I want.						neutral
812	812	812	crowd:upward_monotone					Some things that Tom told me aren't true.	Some things about my wife that Tom told me aren't true.						neutral
813	813	813	crowd:upward_monotone					Some things about my wife that Tom told me aren't true.	Some things that Tom told me aren't true.						entailment
814	814	814	crowd:upward_monotone:conditionals					If you heard her speak English, you would take her for an American.	If you heard her speak English, you would take her for a native American.						neutral
815	815	815	crowd:upward_monotone:lexical_knowledge:conditionals					If you heard her speak English, you would take her for an American.	If you heard her speak English, you would take her for a scottish.						neutral
816	816	816	crowd:upward_monotone					All of my brothers have jobs.	All of my brothers have jobs that pay well.						neutral
817	817	817	crowd:upward_monotone					All of my brothers have jobs that pay well.	All of my brothers have jobs.						entailment
818	818	818	crowd:upward_monotone:lexical_knowledge					A new oil tanker was launched.	A new truck was launched.						neutral
819	819	819	crowd:upward_monotone					He bought her some chocolates.	He bought her some Russian chocolates.						neutral
820	820	820	crowd:upward_monotone					He bought her some Russian chocolates.	He bought her some chocolates.						entailment
821	821	821	crowd:upward_monotone:lexical_knowledge					A Californian policeman pulled a car over and spoke to the driver.	A Californian policeman pulled a truck over and spoke to the driver.						neutral
822	822	822	crowd:upward_monotone					A Californian policeman pulled a car over and spoke to the driver.	A Californian policeman pulled a dirty car over and spoke to the driver.						neutral
823	823	823	crowd:upward_monotone:lexical_knowledge					I want to buy a dozen doughnuts.	I want to buy a bag doughnuts.						neutral
824	824	824	crowd:upward_monotone:lexical_knowledge					I want to buy a dozen doughnuts.	I want to buy a box doughnuts.						neutral
825	825	825	crowd:upward_monotone:lexical_knowledge					I want to buy a dozen doughnuts.	I want to buy a nine doughnuts.						neutral
826	826	826	crowd:upward_monotone:conjunction					A swarm of mosquitoes followed him.	A swarm of bees and mosquitoes followed him.						neutral
827	827	827	crowd:upward_monotone:conjunction					A swarm of bees and mosquitoes followed him.	A swarm of mosquitoes followed him.						entailment
828	828	828	crowd:upward_monotone					A U.S. soldier was sentenced to 90 years in jail.	A U.S. former soldier was sentenced to 90 years in jail.						neutral
829	829	829	crowd:upward_monotone					A U.S. former soldier was sentenced to 90 years in jail.	A U.S.  soldier was sentenced to 90 years in jail.						entailment
830	830	830	crowd:upward_monotone:lexical_knowledge					The child cried for a toy car.	The child cried for a novelty car.						neutral
831	831	831	crowd:upward_monotone:lexical_knowledge					A smell of lilies filled the room.	A whiff of lilies filled the room.						neutral
832	832	832	crowd:upward_monotone:lexical_knowledge					Every ship needs an anchor.	Every ship needs an grapnel.						neutral
833	833	833	crowd:upward_monotone:lexical_knowledge					Every ship needs an anchor.	Every ship needs an mooring line.						neutral
834	834	834	crowd:upward_monotone					There's a radio in my room.	There's a broken radio in my room.						neutral
835	835	835	crowd:upward_monotone					There's a broken radio in my room.	There's a radio in my room.						entailment
836	836	836	crowd:upward_monotone:conjunction					A tsunami hit the north-eastern coast of Hokkaido.	A tsunami hit the north-eastern coast of Hokkaido and Sapporo.						neutral
837	837	837	crowd:upward_monotone:conjunction					A tsunami hit the north-eastern coast of Hokkaido and Sapporo.	A tsunami hit the north-eastern coast of Hokkaido.						entailment
838	838	838	crowd:upward_monotone					I received a telegram from her.	I received a telegram that was about her boyfriend from her.						neutral
839	839	839	crowd:upward_monotone					I received a telegram that was about her boyfriend from her.	I received a telegram from her.						entailment
840	840	840	crowd:upward_monotone					I received a telegram from her.	I received a pitiful telegram from her.						neutral
841	841	841	crowd:upward_monotone					I received a pitiful telegram from her.	I received a telegram from her.						entailment
842	842	842	crowd:upward_monotone:conjunction					I received a telegram from her.	I received a telegram and a gift from her.						neutral
843	843	843	crowd:upward_monotone:conjunction					I received a telegram and a gift from her.	I received a telegram from her.						entailment
844	844	844	crowd:upward_monotone					I've seen a flying saucer.	I've seen a big flying saucer.						neutral
845	845	845	crowd:upward_monotone					I've seen a big flying saucer.	I've seen a flying saucer.						entailment
846	846	846	crowd:upward_monotone:lexical_knowledge					I've seen a flying saucer.	I've seen a rocketship.						neutral
847	847	847	crowd:upward_monotone:lexical_knowledge					I've seen a flying saucer.	I've seen a spaceship.						neutral
848	848	848	crowd:upward_monotone:lexical_knowledge					I ordered a book from London.	I ordered a book from New York.						neutral
849	849	849	crowd:upward_monotone:lexical_knowledge					I ordered a book from London.	I ordered a book from Oxford.						neutral
850	850	850	crowd:upward_monotone:lexical_knowledge					Tom was carrying a bucket of water.	Tom was carrying a bucket of apples.						neutral
851	851	851	crowd:upward_monotone:lexical_knowledge					Tom was carrying a bucket of water.	Tom was carrying a bucket of sand.						neutral
852	852	852	crowd:upward_monotone					Millie isn't eating an apple.	Aunt Millie isn't eating an apple.						neutral
853	853	853	crowd:upward_monotone					Aunt Millie isn't eating an apple.	Millie isn't eating an apple.						entailment
854	854	854	crowd:upward_monotone					Millie isn't eating an apple.	Old Millie isn't eating an apple.						neutral
855	855	855	crowd:upward_monotone					Old Millie isn't eating an apple.	Millie isn't eating an apple.						entailment
856	856	856	crowd:upward_monotone:lexical_knowledge					Millie isn't eating an apple.	Sarah isn't eating an apple.						neutral
857	857	857	crowd:upward_monotone:lexical_knowledge					Millie isn't eating an apple.	Hannah isn't eating an apple.						neutral
858	858	858	crowd:upward_monotone:conjunction					Bilbao is a city in the basque country.	Bilbao is the biggest city and is a city in the basque country.						neutral
859	859	859	crowd:upward_monotone:lexical_knowledge					Bilbao is a city in the basque country.	Madrid is a city in the basque country.						neutral
860	860	860	crowd:upward_monotone:lexical_knowledge					Bilbao is a city in the basque country.	Barcelona is a city in the basque country.						neutral
861	861	861	crowd:upward_monotone					There is a glass sculpture in the garden.	There is a glass multi-colored sculpture in the garden.						neutral
862	862	862	crowd:upward_monotone					There is a glass multi-colored sculpture in the garden.	There is a glass sculpture in the garden.						entailment
863	863	863	crowd:upward_monotone:lexical_knowledge					There is a glass sculpture in the garden.	There is a glass window in the garden.						neutral
864	864	864	crowd:upward_monotone					A cat was on the table.	A whisker-less cat was on the table.						neutral
865	865	865	crowd:upward_monotone					A whisker-less cat was on the table.	A cat was on the table.						entailment
866	866	866	crowd:upward_monotone:conjunction					A cat was on the table.	A cute and chubby cat was on the table.						neutral
867	867	867	crowd:upward_monotone:conjunction					A cute and chubby cat was on the table.	A cat was on the table.						entailment
868	868	868	crowd:upward_monotone					A cat was on the table.	A big cat was on the table.						neutral
869	869	869	crowd:upward_monotone					A big cat was on the table.	A cat was on the table.						entailment
870	870	870	crowd:upward_monotone					A cat was on the table.	A big fluffy cat was sleeping on the table.						neutral
871	871	871	crowd:upward_monotone					A big fluffy cat was sleeping on the table.	A cat was on the table.						entailment
872	872	872	crowd:upward_monotone					Tom drives a truck for a living.	Tom drives a truck to move merchandise to another city.						neutral
873	873	873	crowd:upward_monotone					Tom drives a truck for a living.	Tom drives a truck to carry merchandise.						neutral
874	874	874	crowd:upward_monotone					Tom drives a truck for a living.	Tom drives a truck to transport animals.						neutral
875	875	875	crowd:upward_monotone:lexical_knowledge					He organized a summer rock festival.	He organized a summer family festival.						neutral
876	876	876	crowd:upward_monotone					The girl wore a light blue kimono.	The girl wore a light blue ugly kimono.						neutral
877	877	877	crowd:upward_monotone					The girl wore a light blue ugly kimono.	The girl wore a light blue kimono.						entailment
878	878	878	crowd:upward_monotone					Tom called a cab for me.	Tom called a fast cab for me.						neutral
879	879	879	crowd:upward_monotone					Tom called a fast cab for me.	Tom called a cab for me.						entailment
880	880	880	crowd:upward_monotone					Tom called a cab for me.	Tom called a cab of elevation for me.						neutral
881	881	881	crowd:upward_monotone					Tom called a cab of elevation for me.	Tom called a cab for me.						entailment
882	882	882	crowd:upward_monotone:lexical_knowledge					Bob's father works in a car factory.	Bob's father works in a museum.						neutral
883	883	883	crowd:upward_monotone:lexical_knowledge					Bob's father works in a car factory.	Bob's father works in a hotel.						neutral
884	884	884	crowd:upward_monotone:lexical_knowledge					Bob's father works in a car factory.	Bob's father works in a supermarket.						neutral
885	885	885	crowd:upward_monotone					Bob's father works in a car factory.	Bob's father works in a ford car factory.						neutral
886	886	886	crowd:upward_monotone					Millie isn't drinking water.	Cute Millie isn't drinking water.						neutral
887	887	887	crowd:upward_monotone:lexical_knowledge					Millie isn't drinking water.	Maria isn't drinking water.						neutral
888	888	888	crowd:upward_monotone:lexical_knowledge					The skier suffered a head trauma.	The skier suffered a leg trauma.						neutral
889	889	889	crowd:upward_monotone:lexical_knowledge					The skier suffered a head trauma.	The skier suffered an arm trauma.						neutral
890	890	890	crowd:upward_monotone					There is a cat on the chair.	There is a cat sleeping on the chair.						neutral
891	891	891	crowd:upward_monotone					There is a cat sleeping on the chair.	There is a cat on the chair.						entailment
892	892	892	crowd:upward_monotone:lexical_knowledge					He drank a whole bottle of milk.	He drank a whole bottle of water.						neutral
893	893	893	crowd:upward_monotone					Rudolf has built a large house.	Rudolf has built a large pent house with pool.						neutral
894	894	894	crowd:upward_monotone					Rudolf has built a large pent house with pool.	Rudolf has built a large pent house.						entailment
895	895	895	crowd:upward_monotone:conjunction					Rudolf has built a large house.	Rudolf has built a large and white house.						neutral
896	896	896	crowd:upward_monotone:conjunction					Rudolf has built a large and white house.	Rudolf has built a large house.						entailment
897	897	897	crowd:upward_monotone:conjunction					Rudolf has built a large house.	Rudolf has built a large and beautiful house.						neutral
898	898	898	crowd:upward_monotone:conjunction					Rudolf has built a large and beautiful house.	Rudolf has built a large house.						entailment
899	899	899	crowd:upward_monotone:lexical_knowledge					Rudolf has built a large house.	Rudolf has built a large building.						neutral
900	900	900	crowd:upward_monotone:lexical_knowledge					Rudolf has built a large house.	Rudolf has built a large stadium.						neutral
901	901	901	crowd:upward_monotone:lexical_knowledge					Rudolf has built a large house.	Rudolf has built a large apartment.						neutral
902	902	902	crowd:upward_monotone:lexical_knowledge					Tom is memorizing a poem.	Tom is memorizing a book.						neutral
903	903	903	crowd:upward_monotone:lexical_knowledge					She planted some pansies in the flower bed.	She planted some pansies in the compost.						neutral
904	904	904	crowd:upward_monotone:conjunction					She planted some pansies in the flower bed.	She planted some blue and purple pansies in the flower bed.						neutral
905	905	905	crowd:upward_monotone:conjunction					She planted some blue and purple pansies in the flower bed.	She planted some pansies in the flower bed.						entailment
906	906	906	crowd:upward_monotone					She planted some pansies in the flower bed.	She planted some dwarf pansies in the flower bed.						neutral
907	907	907	crowd:upward_monotone					She planted some dwarf pansies in the flower bed.	She planted some pansies in the flower bed.						entailment
908	908	908	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	London is a city in the uk.						neutral
909	909	909	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	Aberdeen is a city in the uk.						neutral
910	910	910	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	Belfast is a city in the uk.						neutral
911	911	911	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	Londres is a city in the uk.						neutral
912	912	912	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	Bradford is a city in the uk.						neutral
913	913	913	crowd:upward_monotone:lexical_knowledge					Coventry is a city in the uk.	Liverpool is a city in the uk.						neutral
914	914	914	crowd:upward_monotone:lexical_knowledge					Let's listen to some chopin.	Let's listen to some schubert.						neutral
915	915	915	crowd:upward_monotone					A truck was standing in the middle of the road.	A green solor gandola was standing in the middle of the road.						neutral
916	916	916	crowd:upward_monotone:lexical_knowledge					A truck was standing in the middle of the road.	A bus was standing in the middle of the road.						neutral
917	917	917	crowd:upward_monotone:lexical_knowledge					Tom made a peanut butter and jelly sandwich.	Tom made a mani cream and jelly sandwich.						neutral
918	918	918	crowd:upward_monotone:lexical_knowledge:conjunction					Tom made a peanut butter and jelly sandwich.	Tom made a tasty coffee and i accompanied it with bread and peanut butter.						neutral
919	919	919	crowd:upward_monotone:lexical_knowledge					A cat abhors a vacuum.	A cat abhors a hiatus.						neutral
920	920	920	crowd:upward_monotone:lexical_knowledge					I bought a few eggs and a little milk.	I bought some eggs and some meat.						neutral
921	921	921	crowd:upward_monotone					I was in New York for a few days.	I was in New York city with my boyfriend for a few days.						neutral
922	922	922	crowd:upward_monotone					I was in New York with my boyfriend for a few days.	I was in New York city for a few days.						entailment
923	923	923	crowd:upward_monotone					I was in New York for a few days.	I was in New York country club for a few days.						neutral
924	924	924	crowd:upward_monotone					I was in New York country club for a few days.	I was in New York for a few days.						entailment
925	925	925	crowd:upward_monotone:conjunction					Mr yamaha gave some walnuts to a beggar.	Mr yamaha gave some walnuts and money to a beggar.						neutral
926	926	926	crowd:upward_monotone:conjunction					Mr yamaha gave some walnuts and money to a beggar.	Mr yamaha gave some walnuts to a beggar.						entailment
927	927	927	crowd:upward_monotone:lexical_knowledge					Tom is wearing a hearing aid.	Tom is wearing a special outfit.						neutral
