index	task	verb	sentence	neg_sentence	complement	turker_pos_ratings	turker_neg_ratings	bert_pos_entailment_prob	bert_pos_contradiction_prob	bert_pos_neutral_prob	bert_neg_entailment_prob	bert_neg_contradiction_prob	bert_neg_neutral_prob	signature
449	to	exist	The Legal Services Corporation exists to help our clients address their legal wrongs and promote their legal rights.	The Legal Services Corporation does not exist to help our clients address their legal wrongs and promote their legal rights.	The legal services corporation helps our clients address their legal wrongs and promote their legal rights.	1.0,1.0,2.0	-2.0,-1.0,0.0	0.998406	0.00026264755	0.0013313276999999998	0.0001856231	0.9994568	0.00035758805	o/o
450	to	exist	The agency's inhouse facility engineering staff exist to support the agency's mission.	The agency's inhouse facility engineering staff do not exist to support the agency's mission.	The agency's inhouse facility engineering staff support the agency's mission.	1.0,1.0,2.0	-2.0,-1.0,-1.0	0.99850094	0.00030218097	0.0011968918	0.00017624119999999998	0.9994425	0.00038127074	o/o
451	to	exist	Sufficient accumulated supply exists to meet demand.	Sufficient accumulated supply does not exist to meet demand.	Sufficient accumulated supply meets demand.	1.0,1.0,2.0	-2.0,0.0,0.0	0.9974636999999998	0.00030020298	0.0022360785	0.00014560146	0.99957246	0.0002819189	o/o
452	to	exist	Governments exist to limit personal freedom.	Governments do not exist to limit personal freedom.	Governments limit personal freedom.	1.0,1.0,2.0	-1.0,0.0,0.0	0.99735785	0.0006372312999999999	0.00200486	0.0006369959	0.9981109	0.0012521249	o/o
453	to	decline	NBC have declined to promote the show.	NBC have not declined to promote the show.	Nbc have promoted the show.	-2.0,-1.0,0.0	-1.0,0.0,0.0	0.00012968243	0.9996462	0.00022413873	0.9953799	0.0015608072	0.003059312	-/o
454	to	deserve	Deukemjian is a fool and a liar, and deserves to be strung by his balls.	Deukemjian is a fool and a liar, and does not deserve to be strung by his balls.	Deukemjian is a fool and a liar, and is strung by his balls.	-1.0,0.0,0.0	0.0,0.0,0.0	0.99785304	0.0008508767999999999	0.001296157	0.91083014	0.08375698	0.005412891	o/o
455	to	deserve	The public deserves to know what's going on with its money.	The public does not deserve to know what's going on with its money.	The public knows what's going on with its money.	-2.0,0.0,0.0	-2.0,-1.0,0.0	0.70837355	0.04497144	0.24665493	0.00053828175	0.9984426	0.0010192454	o/o
456	to	proceed	When a college audience annoys him by clamoring for Latka and Mighty Mouse, Carrey as Kaufman proceeds to read all of The Great Gatsby on stage.	When a college audience annoys him by clamoring for Latka and Mighty Mouse, Carrey as Kaufman does not proceed to read all of The Great Gatsby on stage.	When a college audience annoys him by clamoring for latka and mighty mouse, carrey as kaufman reads all of the great gatsby on stage.	2.0,2.0,2.0	-2.0,-2.0,-1.0	0.99819857	0.0008761621	0.00092529145	0.00029881217	0.99909437	0.0006068487	o/o
457	to	proceed	The island is aligned almost east-to-west in the water so that sunrise wakes the eastern tip, proceeds to caress the length of the island, and kisses the western tip  good night.  	The island is aligned almost east-to-west in the water so that sunrise wakes the eastern tip, does not proceed to caress the length of the island, and kisses the western tip  good night.  	The island is aligned almost east-to-west in the water so that sunrise wakes the eastern tip, caresses the length of the island, and kisses the western tip good night.	2.0,2.0,2.0	-2.0,-1.0,2.0	0.9986543	0.00048400863	0.0008616709	0.00026583133	0.99935967	0.00037455873	o/o
458	to	want	But I wanted to be sure.	But I did not want to be sure.	But i was sure.	-1.0,0.0,0.0	0.0,0.0,0.0	0.002573788	0.98920053	0.008225795	0.00012477237	0.99964786	0.00022742944	o/o
459	to	appear	She appears to be an intelligent woman.	She does not appear to be an intelligent woman.	She is an intelligent woman.	1.0,1.0,1.0	-1.0,0.0,0.0	0.98730695	0.0003219253	0.012371194	0.00020739679	0.9990785	0.0007141407000000001	o/o
460	to	mean	A bigger contribution means to support candidate Y.	A bigger contribution does not mean to support candidate Y.	A bigger contribution supports candidate.	0.0,0.0,1.0	-2.0,0.0,0.0	0.9962759	0.0013672829	0.0023569353	0.0024592201000000003	0.9942015	0.0033392182	o/+
461	to	agree	The person agreed to work on security policy for $100,000 a year.	The person did not agree to work on security policy for $100,000 a year.	The person worked on security policy for $ 100,000 a year.	1.0,2.0,2.0	-2.0,-1.0,-1.0	0.9981324	0.0003978626	0.0014697067	0.004314457	0.9933636	0.0023219776	o/o
462	to	help	But I think it helped to support the idea that he knew what he was doing.	But I think it did not help to support the idea that he knew what he was doing.	But i think it supported the idea that he knew what he was doing.	1.0,1.0,2.0	-1.0,1.0,1.0	0.998587	0.00021006106	0.0012029557	0.00012541967	0.99965847	0.00021621455000000005	+/o
463	to	get	I've got to scoot back to the house.	I've not got to scoot back to the house.	I've scooted back to the house ..	0.0,0.0,1.0	-1.0,-1.0,0.0	0.99714255	0.0006952997599999999	0.0021622763	0.00023048688	0.99927133	0.0004982179	+/-
464	to	start	Canada Miss started to look a little sloppy.	Canada Miss did not start to look a little sloppy.	Canada miss looked a little sloppy.	0.0,1.0,1.0	-2.0,-2.0,-1.0	0.9988049	0.00022444535	0.0009706035	0.006892014300000001	0.9879342	0.0051737917	+/-
465	to	intend	The Persians intended to destroy everything that was great.	The Persians did not intend to destroy everything that was great.	The persians destroyed everything that was great.	0.0,0.0,1.0	-2.0,0.0,1.0	0.9955166	0.0012441108	0.0032393946	0.00017424619	0.99947256	0.00035326803	o/o
466	to	seek	Low-performing organizations also seek to involve and engage employees	Low-performing organizations also do not seek to involve and engage employees	Low-performing organizations also involve and engage.	0.0,1.0,1.0	-2.0,-1.0,0.0	0.9983298	0.00028196373	0.0013882024	0.0002597493	0.9991918	0.0005484377	o/o
467	to	choose	Some Libyans chose to stay and fight with Bin Laden.	Some Libyans did not choose to stay and fight with Bin Laden.	Some libyans stayed and fight with bin laden.	2.0,2.0,2.0	0.0,1.0,1.0	0.99886	0.000295182	0.0008448573	0.27555406	0.4395880999999999	0.28485784	o/o
468	to	like	Democrats like to use that dodge.	Democrats do not like to use that dodge.	Democrats use that dodge.	0.0,1.0,1.0	-2.0,0.0,0.0	0.99719316	0.0006301857	0.002176686	0.002400595	0.9955402	0.0020591766	o/o
469	to	want	I want to change things.	I do not want to change things.	I change things.	0.0,0.0,0.0	-2.0,-2.0,-1.0	0.97503537	0.0029695414	0.02199508	0.0016276302	0.99621874	0.0021536937	o/o
470	to	tend	She tended to change her mind when confronted.	She did not tend to change her mind when confronted.	She changed her mind when confronted.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.9985139	0.00024449508	0.0012415876	0.0002335756	0.9993771	0.00038933122	+/o
471	to	decide	I've decided to let Dave Hanson watch.	I've not decided to let Dave Hanson watch.	I've let dave hanson watch.	1.0,1.0,2.0	-2.0,-1.0,0.0	0.9988196	0.00053162867	0.0006488352	0.00014068608	0.999663	0.00019630481	o/o
472	to	fail	The Insider fails to note a few hopeful ironies.	The Insider does not fail to note a few hopeful ironies.	The insider notes a few hopeful ironies.	-2.0,-2.0,-2.0	0.0,1.0,2.0	0.0024039652	0.99335545	0.0042405105	0.99779165	0.0003312018	0.0018771957	-/+
473	to	continue	Tuppence continued to look at the floor.	Tuppence did not continue to look at the floor.	Tuppence looked at the floor.	2.0,2.0,2.0	-2.0,-2.0,1.0	0.9986321	0.0004915524	0.0008764437	0.0032182042	0.9954873	0.0012944525	o/o
474	to	begin	Suddenly, the spirit began to move away.	Suddenly, the spirit did not begin to move away.	Suddenly, the spirit moved away.	1.0,1.0,2.0	-2.0,-2.0,-2.0	0.9988337	0.00020174265	0.0009645611	0.00028500395	0.9993424	0.0003726943	+/-
475	to	use	They used to have requirements.	They did not used to have requirements.	They had requirements.	1.0,2.0,2.0	-2.0,-1.0,1.0	0.99822944	0.00016203566	0.0016085526	0.0017018425	0.99673116	0.0015670317000000002	+/-
476	to	seem	Every new thing seems to prove it.	Every new thing does not seem to prove it.	Every new thing proves it.	1.0,1.0,2.0	-1.0,-1.0,0.0	0.99654275	0.00045117896	0.0030060282	0.00012141208	0.9996536	0.00022493524	o/o
477	to	need	They needed to slow down.	They did not need to slow down.	They slowed down.	0.0,1.0,2.0	0.0,0.0,0.0	0.998577	0.00021085418	0.0012121795	0.00023100385	0.9994697	0.000299348	o/o
478	to	prefer	Modern artists prefer to work and sell in the main islands.	Modern artists do not prefer to work and sell in the main islands.	Modern artists work and sell in the main islands.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.9958062	0.0015688142	0.0026248936	0.0028019852000000004	0.9954898	0.0017082385	o/o
479	to	prove	That proved to be the anomaly for the next three quarters of the game.	That did not prove to be the anomaly for the next three quarters of the game.	That was the anomaly for the next three quarters of the game.	1.0,2.0,2.0	-2.0,-1.0,1.0	0.99814796	0.00052282255	0.0013292182	0.000142981	0.9995833	0.00027375962	o/o
480	to	hope	In 1903, railroad officials visited Las Vegas hoping to secure land to build on.	In 1903, railroad officials visited Las Vegas not hoping to secure land to build on.	In 1903, railroad officials visited las vegas securing land to build on.	0.0,0.0,1.0	0.0,0.0,0.0	0.99807405	0.0006812491	0.0012446636	0.002256622	0.9957337	0.002009742	o/o
481	to	wish	People wishing to get lessons and rent equipment have the chance.	People not wishing to get lessons and rent equipment have the chance.	People getting lessons and rent equipment have the chance.	1.0,1.0,2.0	-1.0,0.0,0.0	0.99770784	0.0003280759	0.0019640678	0.0015939426	0.99625945	0.00214669	o/o
482	to	cease	Many of the high packhorse routes had ceased to be used for the transportation of goods, but these old  rights of way  for foot and bridle traffic were now transformed into an extensive network of marked and mapped routes ideal for recreational walkers and hikers.	Many of the high packhorse routes had not ceased to be used for the transportation of goods, but these old  rights of way  for foot and bridle traffic were now transformed into an extensive network of marked and mapped routes ideal for recreational walkers and hikers.	Many of the high packhorse routes had been used for the transportation of goods, but these old rights of way for foot and bridle traffic were now transformed into an extensive network of marked and mapped routes ideal for recreational walkers and hikers.	-1.0,0.0,1.0	1.0,2.0,2.0	0.9988919	0.0005143386	0.0005938958	0.9989245	0.00032840922	0.0007471257000000001	o/o
483	to	deserve	The greater use of broadbanding is one of the options that deserves to be discussed.	The greater use of broadbanding is one of the options that does not deserve to be discussed.	The greater use of broadbanding is one of the options that is discussed.	0.0,0.0,1.0	-1.0,0.0,0.0	0.9981698	0.00032917992	0.0015010313	0.0007501955999999999	0.99850404	0.0007457115	o/o
484	to	hope	Klayman brings up controversial questions which hope to bring mayhem in the court room.	Klayman brings up controversial questions which do not hope to bring mayhem in the court room.	Klayman brings up controversial questions which bring mayhem in the court room.	0.0,0.0,1.0	-1.0,0.0,0.0	0.9986249	0.00032321754	0.0010519103	0.00057837146	0.9985436	0.00087796757	o/o
485	to	propose	Third, the Commission proposed to amend a Commission rule regarding packaging to clarify that the type of hearing aid compatibility referred to is electro-magnetic coil compatibility.	Third, the Commission did not propose to amend a Commission rule regarding packaging to clarify that the type of hearing aid compatibility referred to is electro-magnetic coil compatibility.	Third, the commission amended a commission rule regarding packaging to clarify that the type of hearing aid compatibility referred to is electro-magnetic coil compatibility.	0.0,1.0,2.0	-2.0,-2.0,0.0	0.9982688	0.0008325842999999999	0.0008986644699999998	0.00013040914	0.99961	0.00025967650000000003	o/o
486	to	serve	Failure to provide the information we are seeking serves to undercut the important principles of transparency and accountability in government.	Failure to provide the information we are seeking does not serve to undercut the important principles of transparency and accountability in government.	Failure to provide the information we are seeking undercuts the important principles of transparency and accountability in government.	1.0,2.0,2.0	-2.0,-2.0,-1.0	0.9980101999999998	0.0008018669	0.0011879298	0.0014824246	0.9959324	0.0025852388	+/-
487	to	aim	Overall the priorities aim to improve the financial information needed to implement good policies and management.	Overall the priorities do not aim to improve the financial information needed to implement good policies and management.	Overall the priorities improve the financial information needed to implement good policies and management.	2.0,2.0,2.0	-1.0,-1.0,0.0	0.99798536	0.00040500198	0.0016097085999999998	0.00015899059	0.9994585	0.00038251703	o/o
488	to	strive	As we strive to continue and improve upon our efforts for the community, it is our hope that you will join us by providing Keep Indianapolis Beautiful with a generous gift.	As we do not strive to continue and improve upon our efforts for the community, it is our hope that you will join us by providing Keep Indianapolis Beautiful with a generous gift.	As we continue and improve upon our efforts for the community, it is our hope that you will join us by providing keep indianapolis beautiful with a generous gift.	2.0,2.0,2.0	0.0,2.0,2.0	0.99870193	0.000231324	0.0010666931	0.0008693192	0.9984439	0.0006867330499999999	o/o
489	to	threaten	Court officials statewide fear the number of self-represented litigants has reached crisis levels and threatens to clog court calendars.	Court officials statewide fear the number of self-represented litigants has reached crisis levels and does not threaten to clog court calendars.	Court officials statewide fear the number of self-represented litigants has reached crisis levels and clogs court calendars.	0.0,1.0,2.0	-2.0,-1.0,-1.0	0.9986115	0.0003052678	0.00108331	0.0024288392	0.9953275	0.0022437393	o/o
490	to	learn	Orrin Hatch thinks war is necessary and learned to fly planes in case he got called to action.	Orrin Hatch thinks war is necessary and did not learn to fly planes in case he got called to action.	Orrin hatch thinks war is necessary and flew planes in case he got called to action.	1.0,2.0,2.0	-2.0,-2.0,-1.0	0.99888545	0.0004013967	0.0007131636	0.86307365	0.12953846	0.0073878784	+/-
491	to	decline	Walker's two clients, Jamie Harrison and Robin Hull, declined to be interviewed.	Walker's two clients, Jamie Harrison and Robin Hull, did not decline to be interviewed.	Walker's two clients, jamie harrison and robin hull, was interviewed.	-2.0,-1.0,1.0	0.0,1.0,2.0	0.00017734756999999998	0.9995109	0.0003117593	0.5290239000000001	0.4667346	0.004241521	-/o
492	to	love	People love to see visible improvements in National Parks.	People do not love to see visible improvements in National Parks.	People see visible improvements in national parks.	0.0,1.0,1.0	0.0,0.0,0.0	0.9966664	0.00025272642999999995	0.0030808677000000004	0.9886699	0.004094814	0.0072353804000000015	o/o
493	to	work	The LSC staff worked to calibrate the units in the division, which took them about a full year.	The LSC staff did not work to calibrate the units in the division, which took them about a full year.	The lsc staff calibrated the units in the division, which took them about a full year.	1.0,2.0,2.0	-2.0,-2.0,1.0	0.9985881	0.0004947637	0.0009172402	0.9942253	0.0041031856	0.0016715048	o/o
494	to	happen	I happened to walk in on John and Mary Cavendish who were arguing with each other. 	I did not happen to walk in on John and Mary Cavendish who were arguing with each other. 	I walked in on john and mary cavendish who were arguing with each other.	2.0,2.0,2.0	-2.0,-2.0,-2.0	0.9986259	0.00053098594	0.0008431417	0.0005250193	0.99863315	0.0008418742999999999	o/o
495	to	claim	Aquacity at S'Arenal claims to be the biggest aquatic park in the world.	Aquacity at S'Arenal does not claim to be the biggest aquatic park in the world.	Aquacity at s'arenal is the biggest aquatic park in the world.	0.0,1.0,1.0	-2.0,0.0,0.0	0.99430835	0.00052218564	0.0051694526	0.00016180213	0.99942446	0.00041381063	o/o
496	to	expect	There's expected to be more people requesting postal delivery services.	There's not expected to be more people requesting postal delivery services.	There's been more people requesting postal delivery services.	-1.0,0.0,0.0	-2.0,-1.0,0.0	0.991171	0.0015252426	0.007303576	0.966256	0.020861134	0.012882803	o/o
497	to	have	He had to be escorted off.	He did not have to be escorted off.	He was escorted off.	-1.0,2.0,2.0	-2.0,-2.0,-1.0	0.99860865	0.0002463158	0.0011450573	0.00026444580000000004	0.99932075	0.00041482758	+/o
498	to	return	So-called commuter aliens are a special category of lawful permanent residents recognized by the INS regulations as resident aliens of the United States who may reside outside of the United States in a contiguous territory and who return to work in the United States regularly.	So-called commuter aliens are a special category of lawful permanent residents recognized by the INS regulations as resident aliens of the United States who may reside outside of the United States in a contiguous territory and who do not return to work in the United States regularly.	So-called commuter aliens are a special category of lawful permanent residents recognized by the ins regulations as resident aliens of the united states who may reside outside of the united states in a contiguous territory and who work in the united states regularly.	1.0,2.0,2.0	-2.0,-2.0,0.0	0.9986259	0.00042560004	0.00094851136	0.99207205	0.006009923299999999	0.0019179529	o/o
499	to	have	Something has to be done. 	Something does not have to be done. 	Something is done.	-2.0,0.0,1.0	0.0,0.0,0.0	0.9966368	0.00027757973	0.0030857296999999995	0.00047956398	0.9987243	0.0007961455	+/o
500	to	appear	It appeared to be coarse kitchen salt.	It did not appear to be coarse kitchen salt.	It was coarse kitchen salt.	1.0,1.0,1.0	-2.0,-1.0,-1.0	0.9922311	0.0006149143	0.007154005	0.00093019335	0.99691087	0.002158953	o/o
501	to	say	The old man said to avoid the other person.	The old man did not say to avoid the other person.	The old man avoided the other person.	0.0,0.0,0.0	0.0,0.0,0.0	0.996606	0.0018002136	0.0015937063	0.063077025	0.9293642	0.0075586955	o/o
502	to	help	Hugh de Morville helped to kill Thomas Becket at Ceterbury Cathedral.	Hugh de Morville did not help to kill Thomas Becket at Ceterbury Cathedral.	Hugh de morville killed thomas becket at ceterbury cathedral.	-1.0,0.0,1.0	-2.0,-2.0,-1.0	0.9699201	0.026271846	0.0038080022	0.0024965145	0.9948531	0.0026503352000000003	+/o
503	to	get	He even got to learn the girl's name.	He even did not get to learn the girl's name.	He even learnt the girl's name.	1.0,1.0,2.0	-2.0,-2.0,-2.0	0.9986237	0.00019585386	0.0011804698	9.377434e-05	0.99970424	0.00020201544	+/-
504	to	start	Tax forms have started to arrive for 2001.	Tax forms have not started to arrive for 2001.	Tax forms have arrived for 2001.	0.0,2.0,2.0	-2.0,-2.0,-2.0	0.9988318000000002	0.0002610573	0.0009072221	0.00040255705	0.9988759	0.0007215253999999999	+/-
505	to	intend	The Soviet Union intended to invade the Japanese mainland.	The Soviet Union did not intend to invade the Japanese mainland.	The soviet union invaded the japanese mainland.	0.0,0.0,1.0	0.0,0.0,0.0	0.99534106	0.0023293993	0.0023295670000000003	0.00066078163	0.99835074	0.0009884756	o/o
506	to	seek	Harley-Davidson has sought to trademark the rumble of its motorcycles.	Harley-Davidson has not sought to trademark the rumble of its motorcycles.	Harley-davidson has trademarked the rumble of its motorcycles.	-1.0,0.0,0.0	-2.0,-1.0,-1.0	0.98968905	0.0038442833	0.006466749	0.00016325193999999998	0.999587	0.00024974237999999995	o/o
507	to	choose	Zero Brits have chosen to live there permanently.	Zero Brits have not chosen to live there permanently.	Zero brits have lived there permanently.	0.0,0.0,1.0	-2.0,0.0,1.0	0.9983699	0.00022534003	0.0014048611	0.00011650577	0.9996636	0.00021992507	o/o
508	to	plan	The man planned to kill someone with his axe. 	The man did not plan to kill someone with his axe. 	The man killed someone with his axe.	0.0,0.0,1.0	-2.0,0.0,0.0	0.9969971	0.0008967996000000002	0.002106101	0.00035225684	0.99882334	0.0008244202	o/o
509	to	like	I do all the things I like to do.	I do all the things I do not like to do.	I do all the things i do.	-1.0,0.0,1.0	-1.0,0.0,2.0	0.9982671	0.00017465375	0.0015582525	0.99864084	0.0003680843	0.0009910986	o/o
510	to	remain	Whether this will ever happen remains to be seen, but perhaps the aid offered by Greece to Turkey after 1999's devastating earthquake is a sign that the animosity between these two traditional enemies is beginning to diminish.	Whether this will ever happen does not remain to be seen, but perhaps the aid offered by Greece to Turkey after 1999's devastating earthquake is a sign that the animosity between these two traditional enemies is beginning to diminish.	Whether this will ever happen is seen, but perhaps the aid offered by greece to turkey after 1999's devastating earthquake is a sign that the animosity between these two traditional enemies is beginning to diminish.	-1.0,0.0,2.0	1.0,1.0,2.0	0.99857914	0.0004852682	0.00093550666	0.9936145	0.0045608752	0.0018247075	-/o
511	to	tend	The Sinai tend to travel to various locations.	The Sinai do not tend to travel to various locations.	The sinai travel to various locations.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.99864894	0.00018507602	0.0011659918	0.000516513	0.9985977	0.0008858087	+/o
512	to	decide	The army patrol decided to ignore him.	The army patrol did not decide to ignore him.	The army patrol ignored him.	1.0,1.0,2.0	-2.0,-2.0,-1.0	0.99851185	0.0008744572	0.0006137042700000001	0.0008402295	0.9984684	0.0006914203999999999	o/o
513	to	fail	Wolf failed to convert the issue into a lesson.	Wolf did not fail to convert the issue into a lesson.	Wolf converted the issue into a lesson.	-2.0,-2.0,-1.0	1.0,1.0,2.0	0.0002026938	0.9994351	0.0003621327	0.9977316	0.00078325515	0.0014851893	-/+
514	to	continue	They continued to eat as he came closer.	They did not continue to eat as he came closer.	They ate as he came closer.	1.0,2.0,2.0	-2.0,-2.0,-1.0	0.998574	0.00048162942	0.00094433513	0.0002642918	0.99929917	0.00043652777	o/o
515	to	begin	The other woman began to cry in fright.	The other woman did not begin to cry in fright.	The other woman cried in fright.	2.0,2.0,2.0	-2.0,-2.0,-2.0	0.99862075	0.00016745062	0.0012118121	0.00036234627	0.9989655	0.0006720688499999999	+/-
516	to	use	Kal used to be a slave trader. 	Kal did not used to be a slave trader. 	Kal was a slave trader.	0.0,2.0,2.0	-2.0,-2.0,-1.0	0.99837875	0.0005540399	0.0010672746	0.001517995	0.9966197	0.0018622506	+/-
517	to	seem	And the ploy seems to be working.	And the ploy does not seem to be working.	And the ploy is working.	1.0,1.0,1.0	-2.0,-2.0,-1.0	0.99688727	0.00025713647	0.0028555938	0.00014430749	0.9995664	0.00028928457	o/o
518	to	need	I need to be told twice. 	I do not need to be told twice. 	I am told twice.	0.0,0.0,1.0	0.0,0.0,0.0	0.993781	0.0008128315700000001	0.005406175300000001	0.0004939863	0.9986413	0.0008648152000000001	o/o
519	to	mean	Did she like the fact that he meant to attack her?	Did she like the fact that he did not mean to attack her?	Did she like the fact that he attacked her.	-2.0,-1.0,1.0	0.0,0.0,0.0	0.99779904	0.00047771752	0.0017233264000000002	0.002387493	0.99462545	0.0029870404	o/+
520	to	prefer	Most people prefer to read the paperback volume of Homer.	Most people do not prefer to read the paperback volume of Homer.	Most people read the paperback volume of homer.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.98818773	0.008351885	0.0034604399	0.0011174771	0.9974089	0.0014736095	o/o
521	to	prove	Interventions have proven to have no affect on problem drinking.	Interventions have not proven to have no affect on problem drinking.	Interventions have had no affect on problem drinking.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.9986904	0.00024894322	0.0010606425	0.9976318	0.00046280905	0.0019053642	o/o
522	to	hope	The Republicans in the House had hoped to get things done with the president.	The Republicans in the House had not hoped to get things done with the president.	The republicans in the house had gotten things done with the president.	0.0,0.0,0.0	-2.0,0.0,0.0	0.01434651	0.9617075	0.023946	0.00093882397	0.9971915	0.0018696324	o/o
523	to	cease	As journalism has become less of a trade and more of a profession, once common vices like embellishment, plagiarism, and binge drinking have ceased to be regarded as charming.	As journalism has become less of a trade and more of a profession, once common vices like embellishment, plagiarism, and binge drinking have not ceased to be regarded as charming.	As journalism has become less of a trade and more of a profession, once common vices like embellishment, plagiarism, and binge drinking have been regarded as charming.	-2.0,-1.0,1.0	0.0,1.0,2.0	0.9658008	0.032518268	0.0016809594	0.9979037	0.0013300029	0.0007663800999999999	o/o
524	to	deserve	Lennox Lewis deserved to win the fight according to spectators and sports fans. 	Lennox Lewis did not deserve to win the fight according to spectators and sports fans. 	Lennox lewis won the fight according to spectators and sports fans.	-1.0,-1.0,0.0	-2.0,-1.0,2.0	0.985519	0.0035848054	0.010896209	0.0015993987	0.99483925	0.0035613878000000008	o/o
525	to	hope	We actually hope to expand our services as a result of the merger, she said.	We actually do not hope to expand our services as a result of the merger, she said.	We actually expand our services as a result of the merger, she said.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.007975341	0.003345711	0.98867893	0.00021257495	0.9991154	0.0006720029600000001	o/o
526	to	propose	Senate Majority Leader Trent Lott proposed to amend the McCain-Feingold bill to ban unions from funneling dues to political activity without workers' explicit consent.	Senate Majority Leader Trent Lott did not propose to amend the McCain-Feingold bill to ban unions from funneling dues to political activity without workers' explicit consent.	Senate majority leader trent lott amended the mccain-feingold bill to ban unions from funneling dues to political activity without workers' explicit consent.	0.0,0.0,0.0	-2.0,-1.0,0.0	0.99558544	0.0015502869	0.0028643545	0.00014794718	0.99956423	0.00028775868	o/o
527	to	serve	This served to reinforce the message that high levels of improper payments are unacceptable in the United Kingdom.	This did not serve to reinforce the message that high levels of improper payments are unacceptable in the United Kingdom.	This reinforced the message that high levels of improper payments are unacceptable in the united kingdom.	1.0,2.0,2.0	-2.0,-2.0,-2.0	0.9988256	0.0002882758	0.0008861251400000002	0.00017653935	0.99954164	0.00028176080000000004	+/-
528	to	aim	The site aims to be the premier destination for all the latest research on accounting and financial management.	The site does not aim to be the premier destination for all the latest research on accounting and financial management.	The site is the premier destination for all the latest research on accounting and financial management.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.99395907	0.0009726131	0.005068371	0.00013737794	0.9995764	0.0002862269	o/o
529	to	promise	People who plunge their wrists into ice water are perfect for devices that promise to relieve carpal tunnel syndrome.	People who plunge their wrists into ice water are perfect for devices that do not promise to relieve carpal tunnel syndrome.	People who plunge their wrists into ice water are perfect for devices that relieve carpal tunnel syndrome.	1.0,2.0,2.0	-2.0,-1.0,0.0	0.9986677	0.0002474387	0.0010849136	0.0008614491699999999	0.9977582	0.0013803559	o/o
530	to	ask	Personal Communication with a utility engineer that asked to remain anonymous, August 6, 2001.	Personal Communication with a utility engineer that did not ask to remain anonymous, August 6, 2001.	Personal communication with a utility engineer that remained anonymous, august 6, 2001.	0.0,0.0,2.0	-2.0,-1.0,0.0	0.9975915	0.00090533914	0.0015031821	0.93990934	0.055907655999999986	0.0041830520000000005	o/o
531	to	turn	The quirk ceased when he turned to look at the blue uniformed man.	The quirk ceased when he did not turn to look at the blue uniformed man.	The quirk ceased when he looked at the blue uniformed man.	1.0,2.0,2.0	-2.0,-2.0,-1.0	0.99806446	0.00094889797	0.0009866982	0.004723914	0.9928233	0.0024527074	o/o
532	to	struggle	The city struggled to rebuild from Crusader wars and invasions.	The city did not struggle to rebuild from Crusader wars and invasions.	The city rebuilt from crusader wars and invasions.	0.0,1.0,1.0	-2.0,0.0,2.0	0.0007286659	0.9983694	0.0009020268	0.005153056	0.99171865	0.003128291	o/o
533	to	decline	Oreskes declined to tell him, of course, who the Times ' sources were.	Oreskes did not decline to tell him, of course, who the Times ' sources were.	Oreskes told him, of course, who the times' sources were.	-2.0,-2.0,-1.0	0.0,0.0,1.0	0.00012564295	0.9996669	0.00020742064	0.07972104	0.9164344	0.003844477	-/o
534	to	love	Tourist love to take pictures of the beautiful panorama.	Tourist do not love to take pictures of the beautiful panorama.	Tourist take pictures of the beautiful panorama.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.99828434	0.00012527544	0.0015903568	0.99073833	0.0044099432	0.004851776	o/o
535	to	wait	Tommy thought of how missing supper would mean waiting to eat in the morning.	Tommy thought of how missing supper would mean not waiting to eat in the morning.	Tommy thought of how missing supper would mean eating in the morning.	1.0,1.0,1.0	-1.0,0.0,0.0	0.99848086	0.000617734	0.0009014532	0.0033250420000000003	0.9948602	0.0018148003	o/o
536	to	work	He and his wife, Addie, spent years working to make the Holocaust Memorial Museum a reality. 	He and his wife, Addie, spent years not working to make the Holocaust Memorial Museum a reality. 	He and his wife, addie, spent years making the holocaust memorial museum a reality.	1.0,2.0,2.0	-2.0,-2.0,2.0	0.99852186	0.00044845266	0.0010297801	0.0021066582	0.9970264	0.0008669078	o/o
537	to	happen	My door happened to be ajar, and I heard her talking to some one in the passage.	My door did not happen to be ajar, and I heard her talking to some one in the passage.	My door was ajar, and i heard her talking to some one in the passage.	2.0,2.0,2.0	-2.0,-2.0,-1.0	0.9987179	0.00021218529	0.0010699786	0.00074352266	0.9984452	0.0008112108	o/o
538	to	pretend	Bening pretended to be the children's book author in the play.	Bening did not pretend to be the children's book author in the play.	Bening was the children's book author in the play.	-1.0,0.0,1.0	-1.0,0.0,0.0	0.728474	0.24217391	0.029352052000000007	0.0017969796	0.9959633	0.0022397905	o/o
539	to	exist	A program exists to assess deficiencies.	A program does not exist to assess deficiencies.	A program assesses deficiencies.	1.0,2.0,2.0	-2.0,-2.0,-2.0	0.9986756	0.00016622912	0.0011582033	0.0003358725	0.9990969	0.0005673238	o/o
540	to	want	I want to keep it.	I do not want to keep it.	I keep it.	0.0,0.0,0.0	-2.0,0.0,1.0	0.80089253	0.04778195	0.15132555	0.0003643664	0.9991934	0.00044227083	o/o
