	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
211	silver/p38/d2931	or	disjunction	entailment				Apples are red	Apples are red or green .
212	silver/p39/d2578	or	disjunction	entailment				Tatoeba is currently unavailable . We are sorry for the inconvenience . You can check our blog or Twitter for more information .	Tatoeba is currently unavailable . We are sorry for the inconvenience . You can check our blog
213	silver/p39/d2578	or	disjunction	neutral				Tatoeba is currently unavailable . We are sorry for the inconvenience . You can check our blog	Tatoeba is currently unavailable . We are sorry for the inconvenience . You can check our blog or Twitter for more information .
214	silver/p39/d2643	or	disjunction	neutral				Many had lost their arms or legs .	Many had lost their arms
215	silver/p39/d2643	or	disjunction	entailment				Many had lost their arms	Many had lost their arms or legs .
216	silver/p39/d3181	or	disjunction	entailment				Tom and Mary do n't have the time or the money to take a trip .	Tom and Mary do n't have the time
217	silver/p39/d3181	or	disjunction	neutral				Tom and Mary do n't have the time	Tom and Mary do n't have the time or the money to take a trip .
218	silver/p39/d3262	or	disjunction	entailment				You 're having a gastroscopy at nine~o'clock tomorrow morning , so please do n't have any solid food or liquids from nine~o'clock tonight .	You 're having a gastroscopy at nine~o'clock tomorrow morning , so please do n't have any solid food
219	silver/p39/d3262	or	disjunction	neutral				You 're having a gastroscopy at nine~o'clock tomorrow morning , so please do n't have any solid food	You 're having a gastroscopy at nine~o'clock tomorrow morning , so please do n't have any solid food or liquids from nine~o'clock tonight .
220	silver/p41/d0934	or	disjunction	entailment				I 'm going to live my life , with or without her .	I 'm going to live my life , with
221	silver/p41/d0934	or	disjunction	neutral				I 'm going to live my life , with	I 'm going to live my life , with or without her .
222	silver/p41/d3337	or	disjunction	neutral				I 'll be back by seven or eight~o'clock .	I 'll be back by seven
223	silver/p41/d3337	or	disjunction	entailment				I 'll be back by seven	I 'll be back by seven or eight~o'clock .
224	silver/p42/d1474	or	disjunction	neutral				Tom should definitely visit an art museum or two while he 's in France .	Tom should definitely visit an art museum
225	silver/p42/d1474	or	disjunction	entailment				Tom should definitely visit an art museum	Tom should definitely visit an art museum or two while he 's in France .
226	silver/p42/d2937	or	disjunction	neutral				In Asian culture it 's customary to take one 's shoes off before entering a house or temple .	In Asian culture it 's customary to take one 's shoes off before entering a house
227	silver/p42/d2937	or	disjunction	entailment				In Asian culture it 's customary to take one 's shoes off before entering a house	In Asian culture it 's customary to take one 's shoes off before entering a house or temple .
228	silver/p42/d3419	or	disjunction	neutral				I want to live in Kyoto or in Nara .	I want to live in Kyoto
229	silver/p42/d3419	or	disjunction	entailment				I want to live in Kyoto	I want to live in Kyoto or in Nara .
230	silver/p43/d1769	or	disjunction	entailment				Examples can be taken from the course materials or can be texts that you found autonomously .	Examples can be taken from the course materials
231	silver/p43/d1769	or	disjunction	neutral				Examples can be taken from the course materials	Examples can be taken from the course materials or can be texts that you found autonomously .
232	silver/p43/d2628	or	disjunction	neutral				The price was only three~thousand yen , or about thirty dollars .	The price was only three~thousand yen ,
233	silver/p43/d2628	or	disjunction	entailment				The price was only three~thousand yen ,	The price was only three~thousand yen , or about thirty dollars .
234	silver/p44/d1399	or	disjunction	entailment				Tom did n't want to be a lawyer or a doctor .	Tom did n't want to be a lawyer
235	silver/p44/d1399	or	disjunction	neutral				Tom did n't want to be a lawyer	Tom did n't want to be a lawyer or a doctor .
236	silver/p44/d1681	or	disjunction	entailment				Even though they look like it , a hedgehog , a mole , an otter , a rabbit or an opossum are not rodents .	Even though they look like it , a hedgehog , a mole , an otter , a rabbit
237	silver/p44/d1681	or	disjunction	neutral				Even though they look like it , a hedgehog , a mole , an otter , a rabbit	Even though they look like it , a hedgehog , a mole , an otter , a rabbit or an opossum are not rodents .
238	silver/p44/d1687	or	disjunction	entailment				There 's no rhyme or reason to that plan .	There 's no rhyme
239	silver/p44/d1687	or	disjunction	neutral				There 's no rhyme	There 's no rhyme or reason to that plan .
240	silver/p44/d2112	or	disjunction	neutral				Every mother 's dream is for her son to be a doctor or a lawyer .	Every mother 's dream is for her son to be a doctor
241	silver/p44/d2112	or	disjunction	entailment				Every mother 's dream is for her son to be a doctor	Every mother 's dream is for her son to be a doctor or a lawyer .
242	silver/p44/d3065	or	disjunction	neutral				Every boss has his or her favorite employee .	Every boss has his
243	silver/p44/d3065	or	disjunction	entailment				Every boss has his	Every boss has his or her favorite employee .
244	silver/p44/d3260	or	disjunction	neutral				In many parts of the world it is illegal to shoot wild game such as deer , moose or pheasant .	In many parts of the world it is illegal to shoot wild game such as deer , moose
245	silver/p44/d3260	or	disjunction	entailment				In many parts of the world it is illegal to shoot wild game such as deer , moose	In many parts of the world it is illegal to shoot wild game such as deer , moose or pheasant .
246	silver/p44/d3302	or	disjunction	neutral				They claimed that Harrison could not read or write .	They claimed that Harrison could not read
247	silver/p44/d3302	or	disjunction	entailment				They claimed that Harrison could not read	They claimed that Harrison could not read or write .
248	silver/p45/d2511	or	disjunction	neutral				Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary
249	silver/p45/d2511	or	disjunction	entailment				Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .
250	silver/p46/d2236	or	disjunction	neutral				I saw grandpa two or three times a week .	I saw grandpa two
251	silver/p46/d2236	or	disjunction	entailment				I saw grandpa two	I saw grandpa two or three times a week .
252	silver/p46/d2490	or	disjunction	neutral				She reads on average three or four books a week .	She reads on average three
253	silver/p46/d2490	or	disjunction	entailment				She reads on average three	She reads on average three or four books a week .
254	silver/p46/d3257	or	disjunction	neutral				The sister of your father or mother is your aunt .	The sister of your father
255	silver/p46/d3257	or	disjunction	entailment				The sister of your father	The sister of your father or mother is your aunt .
256	silver/p47/d1505	or	disjunction	neutral				There may be thieves , fakers , perverts or killers in social networks . For your security , you should n't believe them .	There may be thieves , fakers , perverts
257	silver/p47/d1505	or	disjunction	entailment				There may be thieves , fakers , perverts	There may be thieves , fakers , perverts or killers in social networks . For your security , you should n't believe them .
258	silver/p47/d3313	or	disjunction	entailment				Pinocchio 's only fault was that he had too many friends . Among these were many well-known rascals , who cared not a jot for study or for success .	Pinocchio 's only fault was that he had too many friends . Among these were many well-known rascals , who cared not a jot for study
259	silver/p47/d3313	or	disjunction	neutral				Pinocchio 's only fault was that he had too many friends . Among these were many well-known rascals , who cared not a jot for study	Pinocchio 's only fault was that he had too many friends . Among these were many well-known rascals , who cared not a jot for study or for success .
260	silver/p48/d2969	or	disjunction	neutral				Look alive or you 'll miss your date !	Look alive
261	silver/p48/d2969	or	disjunction	entailment				Look alive	Look alive or you 'll miss your date !
262	silver/p49/d2171	or	disjunction	neutral				Someone needs to save him , or he 'll drown .	Someone needs to save him ,
263	silver/p49/d2171	or	disjunction	entailment				Someone needs to save him ,	Someone needs to save him , or he 'll drown .
264	silver/p52/d0934	or	disjunction	neutral				Give me your money or else I 'll beat you up .	Give me your money
265	silver/p52/d0934	or	disjunction	entailment				Give me your money	Give me your money or else I 'll beat you up .
266	silver/p52/d2026	or	disjunction	neutral				Ah , now I remember . I used a condom ; something I rarely , or rather practically never , do .	Ah , now I remember . I used a condom ; something I rarely ,
267	silver/p52/d2026	or	disjunction	entailment				Ah , now I remember . I used a condom ; something I rarely ,	Ah , now I remember . I used a condom ; something I rarely , or rather practically never , do .
268	silver/p52/d2563	or	disjunction	neutral				Please let me know if you find any typos or missing words .	Please let me know if you find any typos
269	silver/p52/d2563	or	disjunction	entailment				Please let me know if you find any typos	Please let me know if you find any typos or missing words .
270	silver/p52/d2902	or	disjunction	neutral				In a scary scene , it never fails that there is either an owl hooting or wolves howling under the full moon .	In a scary scene , it never fails that there is either an owl hooting
271	silver/p52/d2902	or	disjunction	entailment				In a scary scene , it never fails that there is either an owl hooting	In a scary scene , it never fails that there is either an owl hooting or wolves howling under the full moon .
272	silver/p52/d2920	or	disjunction	entailment				Tom does n't have any brothers or sisters .	Tom does n't have any brothers
273	silver/p52/d2920	or	disjunction	neutral				Tom does n't have any brothers	Tom does n't have any brothers or sisters .
274	silver/p53/d0880	or	disjunction	neutral				"In his essay "" Esperanto : European or Asiatic language "" Claude Piron has shown the similarities between Esperanto and Chinese , thereby putting to rest the notion that Esperanto is purely eurocentric ."	"In his essay "" Esperanto : European"
275	silver/p53/d0880	or	disjunction	entailment				"In his essay "" Esperanto : European"	"In his essay "" Esperanto : European or Asiatic language "" Claude Piron has shown the similarities between Esperanto and Chinese , thereby putting to rest the notion that Esperanto is purely eurocentric ."
276	silver/p53/d2776	or	disjunction	entailment				But if I 'm not willing to do it , I 'll tell myself or anyone else that unfortunately I 'm short of time , I do n't have the time .	But if I 'm not willing to do it , I 'll tell myself
277	silver/p53/d2776	or	disjunction	neutral				But if I 'm not willing to do it , I 'll tell myself	But if I 'm not willing to do it , I 'll tell myself or anyone else that unfortunately I 'm short of time , I do n't have the time .
278	silver/p54/d1711	or	disjunction	neutral				It is absurd to divide people into good and bad . People are either charming or tedious .	It is absurd to divide people into good and bad . People are either charming
279	silver/p54/d1711	or	disjunction	entailment				It is absurd to divide people into good and bad . People are either charming	It is absurd to divide people into good and bad . People are either charming or tedious .
280	silver/p54/d2411	or	disjunction	neutral				You are free to go or stay .	You are free to go
281	silver/p54/d2411	or	disjunction	entailment				You are free to go	You are free to go or stay .
282	silver/p55/d0755	or	disjunction	neutral				There are many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders , or desire for political change .	There are many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders ,
283	silver/p55/d0755	or	disjunction	entailment				There are many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders ,	There are many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders , or desire for political change .
284	silver/p55/d1943	or	disjunction	neutral				Speak now , or forever be silent .	Speak now ,
285	silver/p55/d1943	or	disjunction	entailment				Speak now ,	Speak now , or forever be silent .
286	silver/p55/d2716	or	disjunction	neutral				One way or the other we made him understand it .	One way
287	silver/p55/d2716	or	disjunction	entailment				One way	One way or the other we made him understand it .
288	silver/p55/d2890	or	disjunction	entailment				Do not use this product near a bathtub , sink , shower , swimming pool , or anywhere else where water or moisture are present .	Do not use this product near a bathtub , sink , shower , swimming pool ,
289	silver/p55/d2890	or	disjunction	neutral				Do not use this product near a bathtub , sink , shower , swimming pool ,	Do not use this product near a bathtub , sink , shower , swimming pool , or anywhere else where water or moisture are present .
290	silver/p56/d1626	or	disjunction	neutral				We are faced with the alternatives of resistance or slavery .	We are faced with the alternatives of resistance
291	silver/p56/d1626	or	disjunction	entailment				We are faced with the alternatives of resistance	We are faced with the alternatives of resistance or slavery .
292	silver/p56/d2049	or	disjunction	entailment				"I truly value my friends and will never have "" enough "" or too many ."	"I truly value my friends and will never have "" enough """
293	silver/p56/d2049	or	disjunction	neutral				"I truly value my friends and will never have "" enough """	"I truly value my friends and will never have "" enough "" or too many ."
294	silver/p57/d0706	or	disjunction	neutral				Human rights refers to the concept of human beings as having universal rights , or status , regardless of legal jurisdiction or other localizing factors , such as ethnicity , nationality , and sex .	Human rights refers to the concept of human beings as having universal rights ,
295	silver/p57/d0706	or	disjunction	entailment				Human rights refers to the concept of human beings as having universal rights ,	Human rights refers to the concept of human beings as having universal rights , or status , regardless of legal jurisdiction or other localizing factors , such as ethnicity , nationality , and sex .
296	silver/p57/d0755	or	disjunction	neutral				This course helps students pursuing an AOS or AAS degree , gain an understanding of the experiences of Black people from hearing and deaf communities in America .	This course helps students pursuing an AOS
297	silver/p57/d0755	or	disjunction	entailment				This course helps students pursuing an AOS	This course helps students pursuing an AOS or AAS degree , gain an understanding of the experiences of Black people from hearing and deaf communities in America .
298	silver/p57/d0823	or	disjunction	neutral				I need an envelope , a piece of paper , and a pencil or a pen .	I need an envelope , a piece of paper , and a pencil
299	silver/p57/d0823	or	disjunction	entailment				I need an envelope , a piece of paper , and a pencil	I need an envelope , a piece of paper , and a pencil or a pen .
300	silver/p57/d0896	or	disjunction	entailment				I 'm bored , home alone , without cartoons or a computer .	I 'm bored , home alone , without cartoons
301	silver/p57/d0896	or	disjunction	neutral				I 'm bored , home alone , without cartoons	I 'm bored , home alone , without cartoons or a computer .
302	silver/p57/d2456	or	disjunction	entailment				"Franz Liszt created the concept of the "" symphonic poem "" . This is a composition for orchestra that uses music to describe nonmusical content . This could include , for example , people , legendary figures , landscapes , or paintings ."	"Franz Liszt created the concept of the "" symphonic poem "" . This is a composition for orchestra that uses music to describe nonmusical content . This could include , for example , people , legendary figures , landscapes ,"
303	silver/p57/d2456	or	disjunction	neutral				"Franz Liszt created the concept of the "" symphonic poem "" . This is a composition for orchestra that uses music to describe nonmusical content . This could include , for example , people , legendary figures , landscapes ,"	"Franz Liszt created the concept of the "" symphonic poem "" . This is a composition for orchestra that uses music to describe nonmusical content . This could include , for example , people , legendary figures , landscapes , or paintings ."
304	silver/p59/d2356	or	disjunction	neutral				I know it 's either Tom or Mary .	I know it 's either Tom
305	silver/p59/d2356	or	disjunction	entailment				I know it 's either Tom	I know it 's either Tom or Mary .
306	silver/p61/d1906	or	disjunction	entailment				I 'd just like to ask if you saw or heard anything last night that could cast some light on this mysterious affair .	I 'd just like to ask if you saw
307	silver/p61/d1906	or	disjunction	neutral				I 'd just like to ask if you saw	I 'd just like to ask if you saw or heard anything last night that could cast some light on this mysterious affair .
308	silver/p61/d3360	or	disjunction	entailment				Hurry , or you wo n't get to the movie~theater in time !	Hurry ,
309	silver/p61/d3360	or	disjunction	neutral				Hurry ,	Hurry , or you wo n't get to the movie~theater in time !
310	silver/p62/d3522	or	disjunction	entailment				Most constellations do n't really resemble the creatures or characters they are named after .	Most constellations do n't really resemble the creatures
311	silver/p62/d3522	or	disjunction	neutral				Most constellations do n't really resemble the creatures	Most constellations do n't really resemble the creatures or characters they are named after .
312	silver/p63/d0859	or	disjunction	neutral				If the ball hits you somewhere else than on the head or hands , you 're out .	If the ball hits you somewhere else than on the head
313	silver/p63/d0859	or	disjunction	entailment				If the ball hits you somewhere else than on the head	If the ball hits you somewhere else than on the head or hands , you 're out .
314	silver/p63/d1633	or	disjunction	neutral				David has a keen interest in aesthetics — the qualities that make a painting , sculpture , musical composition , or poem pleasing to the eye , ear , or mind .	David has a keen interest in aesthetics — the qualities that make a painting , sculpture , musical composition ,
315	silver/p63/d1633	or	disjunction	entailment				David has a keen interest in aesthetics — the qualities that make a painting , sculpture , musical composition ,	David has a keen interest in aesthetics — the qualities that make a painting , sculpture , musical composition , or poem pleasing to the eye , ear , or mind .
316	silver/p64/d1805	or	disjunction	neutral				I ca n't decide if I 'm happy or sad .	I ca n't decide if I 'm happy
317	silver/p64/d1805	or	disjunction	entailment				I ca n't decide if I 'm happy	I ca n't decide if I 'm happy or sad .
318	silver/p65/d1457	or	disjunction	neutral				He is either in London or in Paris .	He is either in London
319	silver/p65/d1457	or	disjunction	entailment				He is either in London	He is either in London or in Paris .
320	silver/p65/d2802	or	disjunction	entailment				If you know that something unpleasant will happen , that you will go to the dentist for example , or to France , then that is not good .	If you know that something unpleasant will happen , that you will go to the dentist for example ,
321	silver/p65/d2802	or	disjunction	neutral				If you know that something unpleasant will happen , that you will go to the dentist for example ,	If you know that something unpleasant will happen , that you will go to the dentist for example , or to France , then that is not good .
322	silver/p65/d2994	or	disjunction	entailment				""" I 'm mixed blood , so I do n't transform or anything . """	""" I 'm mixed blood , so I do n't transform"
323	silver/p65/d2994	or	disjunction	neutral				""" I 'm mixed blood , so I do n't transform"	""" I 'm mixed blood , so I do n't transform or anything . """
324	silver/p66/d3084	or	disjunction	neutral				Culture shock tends to move through four different stages : wonder ( or the honeymoon period ) , frustration , depression and acceptance .	Culture shock tends to move through four different stages : wonder (
325	silver/p66/d3084	or	disjunction	entailment				Culture shock tends to move through four different stages : wonder (	Culture shock tends to move through four different stages : wonder ( or the honeymoon period ) , frustration , depression and acceptance .
326	silver/p66/d3094	or	disjunction	neutral				They can come on Monday or Tuesday , but not on Wednesday or Thursday .	They can come on Monday
327	silver/p66/d3094	or	disjunction	entailment				They can come on Monday	They can come on Monday or Tuesday , but not on Wednesday or Thursday .
328	silver/p67/d0754	or	disjunction	entailment				Most people are familiar with the idea of St.~Bernards or other dogs taking part in rescue and recovery efforts . Robots might also take part in search and rescue missions .	Most people are familiar with the idea of St.~Bernards
329	silver/p67/d0754	or	disjunction	neutral				Most people are familiar with the idea of St.~Bernards	Most people are familiar with the idea of St.~Bernards or other dogs taking part in rescue and recovery efforts . Robots might also take part in search and rescue missions .
330	silver/p67/d0774	or	disjunction	neutral				Hurry up , or you 'll miss the train .	Hurry up ,
331	silver/p67/d0774	or	disjunction	entailment				Hurry up ,	Hurry up , or you 'll miss the train .
332	silver/p67/d0903	or	disjunction	entailment				Tom does n't know if Mary is dead or alive .	Tom does n't know if Mary is dead
333	silver/p67/d0903	or	disjunction	neutral				Tom does n't know if Mary is dead	Tom does n't know if Mary is dead or alive .
334	silver/p67/d1615	or	disjunction	neutral				You must be able to speak either English or Spanish in this company .	You must be able to speak either English
335	silver/p67/d1615	or	disjunction	entailment				You must be able to speak either English	You must be able to speak either English or Spanish in this company .
336	silver/p67/d2772	or	disjunction	neutral				The only thing in the world which one can never receive or give too much is love .	The only thing in the world which one can never receive
337	silver/p67/d2772	or	disjunction	entailment				The only thing in the world which one can never receive	The only thing in the world which one can never receive or give too much is love .
338	silver/p67/d2838	or	disjunction	neutral				Tom should 've given Mary flowers or something on Valentine's~Day .	Tom should 've given Mary flowers
339	silver/p67/d2838	or	disjunction	entailment				Tom should 've given Mary flowers	Tom should 've given Mary flowers or something on Valentine's~Day .
340	silver/p67/d3446	or	disjunction	entailment				I am not too rich , too fat or too happy .	I am not too rich , too fat
341	silver/p67/d3446	or	disjunction	neutral				I am not too rich , too fat	I am not too rich , too fat or too happy .
342	silver/p68/d3286	or	disjunction	neutral				Nothing in this Declaration may be interpreted as implying for any State , group or person any right to engage in any activity or to perform any act aimed at the destruction of any of the rights and freedoms set forth herein .	Nothing in this Declaration may be interpreted as implying for any State , group
343	silver/p68/d3286	or	disjunction	entailment				Nothing in this Declaration may be interpreted as implying for any State , group	Nothing in this Declaration may be interpreted as implying for any State , group or person any right to engage in any activity or to perform any act aimed at the destruction of any of the rights and freedoms set forth herein .
344	silver/p71/d0705	or	disjunction	neutral				Many of the Vikings who travelled to Scotland , and other parts of Europe were traders or peaceful settlers looking for land to farm .	Many of the Vikings who travelled to Scotland , and other parts of Europe were traders
345	silver/p71/d0705	or	disjunction	entailment				Many of the Vikings who travelled to Scotland , and other parts of Europe were traders	Many of the Vikings who travelled to Scotland , and other parts of Europe were traders or peaceful settlers looking for land to farm .
346	silver/p73/d1659	or	disjunction	neutral				The teacher caned the children if they misbehaved or were unable to recite their times tables .	The teacher caned the children if they misbehaved
347	silver/p73/d1659	or	disjunction	entailment				The teacher caned the children if they misbehaved	The teacher caned the children if they misbehaved or were unable to recite their times tables .
348	silver/p74/d0755	or	disjunction	neutral				The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity and tranquillity of our universe .	The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding ,
349	silver/p74/d0755	or	disjunction	entailment				The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding ,	The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity and tranquillity of our universe .
350	silver/p74/d3184	or	disjunction	neutral				Tom goes out with Mary three or four times a month .	Tom goes out with Mary three
351	silver/p74/d3184	or	disjunction	entailment				Tom goes out with Mary three	Tom goes out with Mary three or four times a month .
352	silver/p75/d1641	or	disjunction	neutral				I am studying to be a translator or interpreter .	I am studying to be a translator
353	silver/p75/d1641	or	disjunction	entailment				I am studying to be a translator	I am studying to be a translator or interpreter .
354	silver/p75/d2344	or	disjunction	entailment				Nowadays there are no ninjas or samurais in Japan .	Nowadays there are no ninjas
355	silver/p75/d2344	or	disjunction	neutral				Nowadays there are no ninjas	Nowadays there are no ninjas or samurais in Japan .
356	silver/p75/d2412	or	disjunction	neutral				I ca n't understand if I 'm afraid or happy to go !	I ca n't understand if I 'm afraid
357	silver/p75/d2412	or	disjunction	entailment				I ca n't understand if I 'm afraid	I ca n't understand if I 'm afraid or happy to go !
358	silver/p75/d3476	or	disjunction	entailment				The cabin had no water or electricity .	The cabin had no water
359	silver/p75/d3476	or	disjunction	neutral				The cabin had no water	The cabin had no water or electricity .
360	silver/p76/d1669	or	disjunction	entailment				I 've never seen this woman sad or anxious .	I 've never seen this woman sad
361	silver/p76/d1669	or	disjunction	neutral				I 've never seen this woman sad	I 've never seen this woman sad or anxious .
362	silver/p76/d2990	or	disjunction	neutral				Tom spends a lot of time looking for his car keys , mobile~phone or glasses .	Tom spends a lot of time looking for his car keys , mobile~phone
363	silver/p76/d2990	or	disjunction	entailment				Tom spends a lot of time looking for his car keys , mobile~phone	Tom spends a lot of time looking for his car keys , mobile~phone or glasses .
364	silver/p78/d0719	or	disjunction	neutral				General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter , or $ 1.84 per share .	General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter ,
365	silver/p78/d0719	or	disjunction	entailment				General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter ,	General Dynamics , the maker of land combat systems , warships and Gulfstream business jets , reported net earnings of $ 374m in the third quarter , or $ 1.84 per share .
366	silver/p78/d2514	or	disjunction	neutral				There are only a few mistakes , or perhaps none at~all .	There are only a few mistakes ,
367	silver/p78/d2514	or	disjunction	entailment				There are only a few mistakes ,	There are only a few mistakes , or perhaps none at~all .
368	silver/p78/d2602	or	disjunction	entailment				Someone who does n't drink in company is either a thief or a spy .	Someone who does n't drink in company is either a thief
369	silver/p78/d2602	or	disjunction	neutral				Someone who does n't drink in company is either a thief	Someone who does n't drink in company is either a thief or a spy .
370	silver/p78/d2871	or	disjunction	entailment				I do n't know if it was because of the late hour or because of the rain , but there was no one around .	I do n't know if it was because of the late hour
371	silver/p78/d2871	or	disjunction	neutral				I do n't know if it was because of the late hour	I do n't know if it was because of the late hour or because of the rain , but there was no one around .
372	silver/p78/d2959	or	disjunction	neutral				Russian adjectives agree in gender , number , and case with the nouns or pronouns to which they refer .	Russian adjectives agree in gender , number , and case with the nouns
373	silver/p78/d2959	or	disjunction	entailment				Russian adjectives agree in gender , number , and case with the nouns	Russian adjectives agree in gender , number , and case with the nouns or pronouns to which they refer .
374	silver/p78/d3269	or	disjunction	neutral				Only one of the tires is extremely flat . I wonder if it was punctured by a nail or something .	Only one of the tires is extremely flat . I wonder if it was punctured by a nail
375	silver/p78/d3269	or	disjunction	entailment				Only one of the tires is extremely flat . I wonder if it was punctured by a nail	Only one of the tires is extremely flat . I wonder if it was punctured by a nail or something .
376	silver/p79/d0812	or	disjunction	neutral				Stop , or I 'll shoot .	Stop ,
377	silver/p79/d0812	or	disjunction	entailment				Stop ,	Stop , or I 'll shoot .
378	silver/p79/d2977	or	disjunction	neutral				I swim once or twice a week .	I swim once
379	silver/p79/d2977	or	disjunction	entailment				I swim once	I swim once or twice a week .
380	silver/p81/d1763	or	disjunction	neutral				There are conditions under which breaking a promise or telling a lie are acceptable .	There are conditions under which breaking a promise
381	silver/p81/d1763	or	disjunction	entailment				There are conditions under which breaking a promise	There are conditions under which breaking a promise or telling a lie are acceptable .
382	silver/p81/d2118	or	disjunction	entailment				Those who use forks or chopsticks often think people who do n't are uncivilized .	Those who use forks
383	silver/p81/d2118	or	disjunction	neutral				Those who use forks	Those who use forks or chopsticks often think people who do n't are uncivilized .
384	silver/p81/d2173	or	disjunction	neutral				I put the bag on or beside the chair .	I put the bag on
385	silver/p81/d2173	or	disjunction	entailment				I put the bag on	I put the bag on or beside the chair .
386	silver/p82/d2538	or	disjunction	neutral				There were only two means left to him in order to get a bite to eat . He had either to work or to beg .	There were only two means left to him in order to get a bite to eat . He had either to work
387	silver/p82/d2538	or	disjunction	entailment				There were only two means left to him in order to get a bite to eat . He had either to work	There were only two means left to him in order to get a bite to eat . He had either to work or to beg .
388	silver/p83/d2306	or	disjunction	entailment				A black panther can be a jaguar or leopard , but in either case it has a gene that causes it to produce more melanin than other specimens .	A black panther can be a jaguar
389	silver/p83/d2306	or	disjunction	neutral				A black panther can be a jaguar	A black panther can be a jaguar or leopard , but in either case it has a gene that causes it to produce more melanin than other specimens .
390	silver/p83/d2836	or	disjunction	neutral				Either he is wrong or I am .	Either he is wrong
391	silver/p83/d2836	or	disjunction	entailment				Either he is wrong	Either he is wrong or I am .
392	silver/p85/d0927	or	disjunction	neutral				You 'd better hurry , or you 'll miss the train .	You 'd better hurry ,
393	silver/p85/d0927	or	disjunction	entailment				You 'd better hurry ,	You 'd better hurry , or you 'll miss the train .
394	silver/p85/d2830	or	disjunction	neutral				Every politician must be responsive to complaints from the public , or he or she will become inflexible and make disastrous decisions .	Every politician must be responsive to complaints from the public ,
395	silver/p85/d2830	or	disjunction	entailment				Every politician must be responsive to complaints from the public ,	Every politician must be responsive to complaints from the public , or he or she will become inflexible and make disastrous decisions .
396	silver/p85/d2854	or	disjunction	entailment				Most of the time , he does n't get to sleep before two or even three~o'clock in the morning .	Most of the time , he does n't get to sleep before two
397	silver/p85/d2854	or	disjunction	neutral				Most of the time , he does n't get to sleep before two	Most of the time , he does n't get to sleep before two or even three~o'clock in the morning .
398	silver/p86/d2865	or	disjunction	entailment				It 's not like you 're going to get arrested or anything .	It 's not like you 're going to get arrested
399	silver/p86/d2865	or	disjunction	neutral				It 's not like you 're going to get arrested	It 's not like you 're going to get arrested or anything .
400	silver/p87/d2746	or	disjunction	neutral				He is now either in Rome or in Paris .	He is now either in Rome
401	silver/p87/d2746	or	disjunction	entailment				He is now either in Rome	He is now either in Rome or in Paris .
402	silver/p88/d1796	or	disjunction	entailment				Either turn down that noise or turn it off .	Either turn down that noise
403	silver/p88/d1796	or	disjunction	neutral				Either turn down that noise	Either turn down that noise or turn it off .
404	silver/p88/d2091	or	disjunction	entailment				In Japan you can always catch a cab , day or night .	In Japan you can always catch a cab , day
405	silver/p88/d2091	or	disjunction	neutral				In Japan you can always catch a cab , day	In Japan you can always catch a cab , day or night .
406	silver/p88/d2426	or	disjunction	neutral				Gasoline prices affect all of us one way or another .	Gasoline prices affect all of us one way
407	silver/p88/d2426	or	disjunction	entailment				Gasoline prices affect all of us one way	Gasoline prices affect all of us one way or another .
408	silver/p91/d2677	or	disjunction	neutral				His handwriting is very poor , I can not make head or tail of it .	His handwriting is very poor , I can not make head
409	silver/p91/d2677	or	disjunction	entailment				His handwriting is very poor , I can not make head	His handwriting is very poor , I can not make head or tail of it .
410	silver/p91/d3342	or	disjunction	neutral				"In Hans Christian Andersen 's classic fairy tale , "" The Emperor 's New~Clothes , "" two swindlers promise an emperor beautiful new clothes that are invisible to anyone who is unfit for their position , unjust or stupid ."	"In Hans Christian Andersen 's classic fairy tale , "" The Emperor 's New~Clothes , "" two swindlers promise an emperor beautiful new clothes that are invisible to anyone who is unfit for their position , unjust"
